sentence,city,place,day,time
khodni men maison lel kairouan mercredi après-midi,kairouan,maison,mercredi,après-midi
I need a taxi to sfax mardi leyl,sfax,,mardi,leyl
aller à bizerte el-jemaa sbeh,bizerte,,el-jemaa,sbeh
I need a taxi to bizerte mardi maghreb,bizerte,gare,mardi,maghreb
take me from bureau to sfax apres-demain,sfax,bureau,apres-demain,
khodni men maison lel hammamet ghodwa dhuhr,hammamet,maison,ghodwa,dhuhr
khodni men bureau lel nabeul jeudi soir,nabeul,bureau,jeudi,soir
take me from aéroport to tunis lundi maghreb,tunis,aéroport,lundi,maghreb
khodni men gare lel nabeul ghodwa asr,nabeul,gare,ghodwa,asr
أريد الذهاب إلى hammamet next tuesday matin,hammamet,gare,next tuesday,matin
take me from hotel to kairouan samedi dhuhr,kairouan,hotel,samedi,dhuhr
take me from  to monastir apres-demain après-midi,monastir,,apres-demain,après-midi
أريد الذهاب إلى bizerte jeudi,bizerte,hotel,jeudi,
aller à hammamet lundi maghreb,hammamet,hotel,lundi,maghreb
aller à sousse ghodwa dhuhr,sousse,hotel,ghodwa,dhuhr
nemchi sousse next tuesday now,sousse,aéroport,next tuesday,now
I need a taxi to tunis dimanche maghreb,tunis,gare,dimanche,maghreb
nemchi bizerte mercredi,bizerte,hotel,mercredi,
khodni men maison lel kairouan next tuesday soir,kairouan,maison,next tuesday,soir
أريد الذهاب إلى sfax vendredi maghreb,sfax,aéroport,vendredi,maghreb
khodni men  lel tunis lundi asr,tunis,,lundi,asr
I need a taxi to sousse el-talata leyl,sousse,hotel,el-talata,leyl
aller à tunis el-lahad sbeh,tunis,gare,el-lahad,sbeh
khodni men bureau lel kairouan jeudi après-midi,kairouan,bureau,jeudi,après-midi
take me from  to sousse apres-demain leyl,sousse,,apres-demain,leyl
أريد الذهاب إلى nabeul lundi leyl,nabeul,gare,lundi,leyl
take me from maison to sousse vendredi après-midi,sousse,maison,vendredi,après-midi
أريد الذهاب إلى monastir mardi dhuhr,monastir,bureau,mardi,dhuhr
أريد الذهاب إلى bizerte el-talata now,bizerte,hotel,el-talata,now
أريد الذهاب إلى bizerte dimanche matin,bizerte,,dimanche,matin
nemchi nabeul next tuesday dhuhr,nabeul,maison,next tuesday,dhuhr
أريد الذهاب إلى kairouan lundi sbeh,kairouan,bureau,lundi,sbeh
take me from aéroport to nabeul mardi matin,nabeul,aéroport,mardi,matin
aller à kairouan vendredi maghreb,kairouan,gare,vendredi,maghreb
nemchi nabeul lundi dhuhr,nabeul,gare,lundi,dhuhr
I need a taxi to kairouan dimanche maghreb,kairouan,hotel,dimanche,maghreb
أريد الذهاب إلى sfax lyoum maghreb,sfax,aéroport,lyoum,maghreb
take me from gare to nabeul  leyl,nabeul,gare,,leyl
nemchi hammamet ghodwa soir,hammamet,gare,ghodwa,soir
khodni men hotel lel bizerte mercredi soir,bizerte,hotel,mercredi,soir
khodni men hotel lel sfax el-lahad now,sfax,hotel,el-lahad,now
أريد الذهاب إلى tunis mardi leyl,tunis,bureau,mardi,leyl
aller à sfax lundi matin,sfax,,lundi,matin
aller à hammamet dimanche now,hammamet,,dimanche,now
I need a taxi to hammamet lundi soir,hammamet,gare,lundi,soir
take me from  to hammamet lyoum dhuhr,hammamet,,lyoum,dhuhr
I need a taxi to monastir el-jemaa,monastir,maison,el-jemaa,
take me from hotel to nabeul vendredi asr,nabeul,hotel,vendredi,asr
aller à bizerte jeudi now,bizerte,gare,jeudi,now
aller à tunis lyoum maghreb,tunis,aéroport,lyoum,maghreb
aller à sousse lundi leyl,sousse,bureau,lundi,leyl
I need a taxi to tunis next tuesday now,tunis,hotel,next tuesday,now
أريد الذهاب إلى monastir mercredi maghreb,monastir,hotel,mercredi,maghreb
أريد الذهاب إلى monastir samedi après-midi,monastir,gare,samedi,après-midi
khodni men  lel bizerte lyoum,bizerte,,lyoum,
أريد الذهاب إلى bizerte apres-demain sbeh,bizerte,bureau,apres-demain,sbeh
nemchi tunis el-talata maghreb,tunis,gare,el-talata,maghreb
أريد الذهاب إلى sousse next tuesday matin,sousse,bureau,next tuesday,matin
أريد الذهاب إلى nabeul jeudi matin,nabeul,bureau,jeudi,matin
aller à monastir el-talata dhuhr,monastir,bureau,el-talata,dhuhr
take me from  to hammamet vendredi leyl,hammamet,,vendredi,leyl
أريد الذهاب إلى sousse el-jemaa leyl,sousse,bureau,el-jemaa,leyl
nemchi hammamet apres-demain asr,hammamet,bureau,apres-demain,asr
I need a taxi to monastir el-talata matin,monastir,bureau,el-talata,matin
أريد الذهاب إلى hammamet el-talata asr,hammamet,maison,el-talata,asr
أريد الذهاب إلى sousse lyoum leyl,sousse,aéroport,lyoum,leyl
aller à kairouan lyoum soir,kairouan,bureau,lyoum,soir
khodni men hotel lel monastir el-lahad leyl,monastir,hotel,el-lahad,leyl
aller à sousse jeudi maghreb,sousse,bureau,jeudi,maghreb
I need a taxi to bizerte mardi asr,bizerte,aéroport,mardi,asr
take me from gare to sfax mardi soir,sfax,gare,mardi,soir
khodni men gare lel bizerte ghodwa maghreb,bizerte,gare,ghodwa,maghreb
take me from aéroport to monastir jeudi,monastir,aéroport,jeudi,
I need a taxi to tunis dimanche maghreb,tunis,,dimanche,maghreb
take me from maison to monastir ghodwa soir,monastir,maison,ghodwa,soir
أريد الذهاب إلى kairouan mercredi soir,kairouan,bureau,mercredi,soir
khodni men maison lel kairouan  après-midi,kairouan,maison,,après-midi
nemchi monastir mercredi soir,monastir,gare,mercredi,soir
أريد الذهاب إلى tunis el-talata asr,tunis,hotel,el-talata,asr
aller à nabeul dimanche dhuhr,nabeul,bureau,dimanche,dhuhr
أريد الذهاب إلى monastir el-lahad maghreb,monastir,bureau,el-lahad,maghreb
أريد الذهاب إلى monastir el-talata maghreb,monastir,aéroport,el-talata,maghreb
nemchi bizerte vendredi now,bizerte,gare,vendredi,now
I need a taxi to bizerte lundi maghreb,bizerte,maison,lundi,maghreb
take me from hotel to sfax lundi dhuhr,sfax,hotel,lundi,dhuhr
take me from hotel to hammamet ghodwa asr,hammamet,hotel,ghodwa,asr
aller à monastir el-talata après-midi,monastir,maison,el-talata,après-midi
aller à tunis vendredi après-midi,tunis,hotel,vendredi,après-midi
aller à monastir vendredi dhuhr,monastir,maison,vendredi,dhuhr
أريد الذهاب إلى sousse apres-demain now,sousse,aéroport,apres-demain,now
أريد الذهاب إلى monastir dimanche,monastir,,dimanche,
I need a taxi to hammamet jeudi,hammamet,hotel,jeudi,
I need a taxi to sfax lyoum dhuhr,sfax,hotel,lyoum,dhuhr
aller à hammamet apres-demain now,hammamet,aéroport,apres-demain,now
I need a taxi to hammamet jeudi maghreb,hammamet,aéroport,jeudi,maghreb
nemchi tunis next tuesday après-midi,tunis,bureau,next tuesday,après-midi
أريد الذهاب إلى tunis samedi dhuhr,tunis,hotel,samedi,dhuhr
nemchi bizerte lyoum soir,bizerte,aéroport,lyoum,soir
nemchi tunis lyoum dhuhr,tunis,,lyoum,dhuhr
aller à monastir mercredi matin,monastir,,mercredi,matin
aller à kairouan mardi leyl,kairouan,hotel,mardi,leyl
aller à kairouan mercredi soir,kairouan,gare,mercredi,soir
I need a taxi to nabeul mardi dhuhr,nabeul,,mardi,dhuhr
aller à kairouan dimanche soir,kairouan,maison,dimanche,soir
I need a taxi to nabeul next tuesday asr,nabeul,maison,next tuesday,asr
nemchi kairouan apres-demain,kairouan,bureau,apres-demain,
aller à kairouan mardi soir,kairouan,aéroport,mardi,soir
take me from aéroport to monastir ghodwa après-midi,monastir,aéroport,ghodwa,après-midi
khodni men hotel lel nabeul mardi leyl,nabeul,hotel,mardi,leyl
khodni men hotel lel sfax  now,sfax,hotel,,now
khodni men bureau lel sousse lundi now,sousse,bureau,lundi,now
أريد الذهاب إلى hammamet jeudi now,hammamet,bureau,jeudi,now
nemchi nabeul jeudi maghreb,nabeul,aéroport,jeudi,maghreb
nemchi hammamet el-jemaa asr,hammamet,hotel,el-jemaa,asr
nemchi nabeul next tuesday sbeh,nabeul,gare,next tuesday,sbeh
aller à monastir mardi matin,monastir,gare,mardi,matin
aller à bizerte dimanche après-midi,bizerte,bureau,dimanche,après-midi
khodni men aéroport lel nabeul el-jemaa sbeh,nabeul,aéroport,el-jemaa,sbeh
khodni men gare lel nabeul mercredi maghreb,nabeul,gare,mercredi,maghreb
khodni men gare lel nabeul mercredi maghreb,nabeul,gare,mercredi,maghreb
أريد الذهاب إلى sousse el-jemaa asr,sousse,maison,el-jemaa,asr
nemchi kairouan el-talata matin,kairouan,aéroport,el-talata,matin
aller à kairouan lundi now,kairouan,bureau,lundi,now
aller à hammamet next tuesday leyl,hammamet,hotel,next tuesday,leyl
take me from  to tunis el-lahad soir,tunis,,el-lahad,soir
aller à nabeul dimanche soir,nabeul,bureau,dimanche,soir
take me from hotel to monastir  après-midi,monastir,hotel,,après-midi
أريد الذهاب إلى nabeul el-talata soir,nabeul,aéroport,el-talata,soir
I need a taxi to sousse lundi soir,sousse,bureau,lundi,soir
aller à bizerte el-talata,bizerte,bureau,el-talata,
take me from gare to kairouan vendredi matin,kairouan,gare,vendredi,matin
nemchi sousse next tuesday,sousse,,next tuesday,
take me from maison to hammamet dimanche soir,hammamet,maison,dimanche,soir
aller à nabeul apres-demain dhuhr,nabeul,,apres-demain,dhuhr
nemchi monastir mardi,monastir,bureau,mardi,
aller à tunis lyoum sbeh,tunis,,lyoum,sbeh
I need a taxi to tunis next tuesday leyl,tunis,aéroport,next tuesday,leyl
أريد الذهاب إلى nabeul lyoum dhuhr,nabeul,hotel,lyoum,dhuhr
أريد الذهاب إلى hammamet lundi now,hammamet,gare,lundi,now
I need a taxi to monastir lyoum dhuhr,monastir,,lyoum,dhuhr
nemchi nabeul lundi asr,nabeul,gare,lundi,asr
khodni men gare lel hammamet vendredi asr,hammamet,gare,vendredi,asr
nemchi bizerte ghodwa asr,bizerte,gare,ghodwa,asr
khodni men maison lel hammamet dimanche soir,hammamet,maison,dimanche,soir
khodni men  lel sousse lyoum,sousse,,lyoum,
أريد الذهاب إلى sfax mercredi matin,sfax,hotel,mercredi,matin
take me from bureau to hammamet mardi leyl,hammamet,bureau,mardi,leyl
aller à hammamet mardi asr,hammamet,bureau,mardi,asr
nemchi bizerte lundi matin,bizerte,hotel,lundi,matin
nemchi tunis lundi leyl,tunis,maison,lundi,leyl
take me from maison to bizerte apres-demain sbeh,bizerte,maison,apres-demain,sbeh
khodni men aéroport lel tunis samedi asr,tunis,aéroport,samedi,asr
aller à nabeul el-lahad sbeh,nabeul,hotel,el-lahad,sbeh
take me from bureau to hammamet ghodwa now,hammamet,bureau,ghodwa,now
khodni men  lel bizerte mercredi maghreb,bizerte,,mercredi,maghreb
khodni men maison lel sfax  dhuhr,sfax,maison,,dhuhr
take me from  to sousse el-lahad dhuhr,sousse,,el-lahad,dhuhr
أريد الذهاب إلى sousse dimanche now,sousse,gare,dimanche,now
take me from hotel to sousse el-lahad maghreb,sousse,hotel,el-lahad,maghreb
nemchi sfax apres-demain matin,sfax,bureau,apres-demain,matin
take me from gare to bizerte ghodwa après-midi,bizerte,gare,ghodwa,après-midi
أريد الذهاب إلى bizerte apres-demain asr,bizerte,hotel,apres-demain,asr
nemchi tunis el-lahad maghreb,tunis,,el-lahad,maghreb
khodni men  lel monastir lyoum maghreb,monastir,,lyoum,maghreb
أريد الذهاب إلى monastir lundi sbeh,monastir,aéroport,lundi,sbeh
I need a taxi to tunis jeudi now,tunis,,jeudi,now
أريد الذهاب إلى tunis lyoum dhuhr,tunis,hotel,lyoum,dhuhr
aller à kairouan ghodwa sbeh,kairouan,maison,ghodwa,sbeh
aller à hammamet el-jemaa après-midi,hammamet,,el-jemaa,après-midi
khodni men maison lel kairouan lundi leyl,kairouan,maison,lundi,leyl
aller à hammamet el-talata leyl,hammamet,gare,el-talata,leyl
take me from hotel to monastir lyoum soir,monastir,hotel,lyoum,soir
أريد الذهاب إلى monastir next tuesday dhuhr,monastir,bureau,next tuesday,dhuhr
khodni men maison lel kairouan vendredi matin,kairouan,maison,vendredi,matin
aller à monastir el-talata,monastir,,el-talata,
khodni men hotel lel nabeul dimanche maghreb,nabeul,hotel,dimanche,maghreb
أريد الذهاب إلى sfax ghodwa maghreb,sfax,maison,ghodwa,maghreb
take me from gare to sousse samedi asr,sousse,gare,samedi,asr
khodni men maison lel tunis el-jemaa après-midi,tunis,maison,el-jemaa,après-midi
nemchi sfax lundi matin,sfax,aéroport,lundi,matin
I need a taxi to kairouan apres-demain sbeh,kairouan,gare,apres-demain,sbeh
khodni men  lel nabeul el-lahad maghreb,nabeul,,el-lahad,maghreb
khodni men  lel sfax jeudi leyl,sfax,,jeudi,leyl
take me from hotel to nabeul el-lahad matin,nabeul,hotel,el-lahad,matin
aller à hammamet mercredi sbeh,hammamet,,mercredi,sbeh
أريد الذهاب إلى hammamet mardi maghreb,hammamet,,mardi,maghreb
khodni men bureau lel nabeul jeudi soir,nabeul,bureau,jeudi,soir
أريد الذهاب إلى hammamet dimanche now,hammamet,,dimanche,now
I need a taxi to bizerte lyoum sbeh,bizerte,aéroport,lyoum,sbeh
take me from gare to sousse el-lahad matin,sousse,gare,el-lahad,matin
أريد الذهاب إلى monastir mercredi now,monastir,,mercredi,now
I need a taxi to bizerte el-lahad maghreb,bizerte,maison,el-lahad,maghreb
nemchi sousse samedi now,sousse,,samedi,now
nemchi monastir dimanche matin,monastir,gare,dimanche,matin
take me from aéroport to monastir el-jemaa matin,monastir,aéroport,el-jemaa,matin
أريد الذهاب إلى hammamet jeudi dhuhr,hammamet,gare,jeudi,dhuhr
nemchi sousse ghodwa now,sousse,hotel,ghodwa,now
أريد الذهاب إلى nabeul  leyl,nabeul,bureau,,leyl
khodni men gare lel hammamet lundi soir,hammamet,gare,lundi,soir
أريد الذهاب إلى hammamet ghodwa matin,hammamet,maison,ghodwa,matin
I need a taxi to monastir ghodwa sbeh,monastir,aéroport,ghodwa,sbeh
khodni men gare lel sousse jeudi sbeh,sousse,gare,jeudi,sbeh
nemchi nabeul,nabeul,maison,,
khodni men hotel lel hammamet apres-demain maghreb,hammamet,hotel,apres-demain,maghreb
aller à hammamet mercredi sbeh,hammamet,hotel,mercredi,sbeh
أريد الذهاب إلى monastir el-lahad après-midi,monastir,gare,el-lahad,après-midi
I need a taxi to bizerte vendredi dhuhr,bizerte,,vendredi,dhuhr
aller à nabeul ghodwa après-midi,nabeul,gare,ghodwa,après-midi
I need a taxi to sousse el-lahad,sousse,,el-lahad,
aller à sousse lundi now,sousse,aéroport,lundi,now
aller à monastir next tuesday maghreb,monastir,hotel,next tuesday,maghreb
أريد الذهاب إلى sousse jeudi sbeh,sousse,aéroport,jeudi,sbeh
take me from bureau to bizerte apres-demain asr,bizerte,bureau,apres-demain,asr
nemchi kairouan mercredi soir,kairouan,,mercredi,soir
nemchi nabeul el-talata leyl,nabeul,hotel,el-talata,leyl
nemchi hammamet lyoum matin,hammamet,hotel,lyoum,matin
aller à nabeul vendredi sbeh,nabeul,bureau,vendredi,sbeh
aller à monastir ghodwa matin,monastir,gare,ghodwa,matin
I need a taxi to sfax dimanche après-midi,sfax,gare,dimanche,après-midi
I need a taxi to sfax lundi sbeh,sfax,aéroport,lundi,sbeh
khodni men  lel bizerte mercredi après-midi,bizerte,,mercredi,après-midi
nemchi bizerte ghodwa maghreb,bizerte,hotel,ghodwa,maghreb
take me from bureau to bizerte lundi asr,bizerte,bureau,lundi,asr
take me from  to nabeul lyoum soir,nabeul,,lyoum,soir
I need a taxi to sousse  après-midi,sousse,,,après-midi
I need a taxi to monastir el-jemaa dhuhr,monastir,aéroport,el-jemaa,dhuhr
aller à monastir el-jemaa dhuhr,monastir,bureau,el-jemaa,dhuhr
take me from gare to monastir samedi maghreb,monastir,gare,samedi,maghreb
I need a taxi to sousse next tuesday leyl,sousse,gare,next tuesday,leyl
take me from maison to kairouan next tuesday dhuhr,kairouan,maison,next tuesday,dhuhr
aller à kairouan lundi matin,kairouan,,lundi,matin
khodni men aéroport lel sousse apres-demain now,sousse,aéroport,apres-demain,now
take me from  to kairouan mardi après-midi,kairouan,,mardi,après-midi
nemchi tunis el-talata sbeh,tunis,maison,el-talata,sbeh
khodni men bureau lel monastir samedi asr,monastir,bureau,samedi,asr
khodni men hotel lel sousse el-talata maghreb,sousse,hotel,el-talata,maghreb
أريد الذهاب إلى kairouan ghodwa asr,kairouan,bureau,ghodwa,asr
I need a taxi to sousse lundi leyl,sousse,hotel,lundi,leyl
I need a taxi to nabeul lundi après-midi,nabeul,,lundi,après-midi
I need a taxi to sousse  après-midi,sousse,maison,,après-midi
aller à tunis apres-demain,tunis,aéroport,apres-demain,
I need a taxi to sousse next tuesday maghreb,sousse,gare,next tuesday,maghreb
nemchi tunis mardi dhuhr,tunis,aéroport,mardi,dhuhr
nemchi hammamet el-jemaa dhuhr,hammamet,aéroport,el-jemaa,dhuhr
I need a taxi to bizerte mercredi sbeh,bizerte,bureau,mercredi,sbeh
khodni men bureau lel sfax lundi sbeh,sfax,bureau,lundi,sbeh
aller à tunis next tuesday soir,tunis,gare,next tuesday,soir
أريد الذهاب إلى sfax vendredi now,sfax,bureau,vendredi,now
I need a taxi to nabeul apres-demain sbeh,nabeul,gare,apres-demain,sbeh
aller à bizerte mardi maghreb,bizerte,hotel,mardi,maghreb
أريد الذهاب إلى sfax dimanche sbeh,sfax,hotel,dimanche,sbeh
take me from  to nabeul vendredi dhuhr,nabeul,,vendredi,dhuhr
أريد الذهاب إلى sousse next tuesday,sousse,maison,next tuesday,
take me from bureau to kairouan dimanche now,kairouan,bureau,dimanche,now
I need a taxi to sousse el-talata matin,sousse,bureau,el-talata,matin
aller à sfax apres-demain dhuhr,sfax,bureau,apres-demain,dhuhr
أريد الذهاب إلى hammamet ghodwa maghreb,hammamet,aéroport,ghodwa,maghreb
khodni men bureau lel nabeul jeudi après-midi,nabeul,bureau,jeudi,après-midi
I need a taxi to monastir next tuesday maghreb,monastir,aéroport,next tuesday,maghreb
nemchi kairouan  asr,kairouan,aéroport,,asr
nemchi kairouan dimanche leyl,kairouan,aéroport,dimanche,leyl
take me from gare to monastir next tuesday matin,monastir,gare,next tuesday,matin
khodni men hotel lel hammamet el-lahad dhuhr,hammamet,hotel,el-lahad,dhuhr
أريد الذهاب إلى bizerte el-talata matin,bizerte,gare,el-talata,matin
أريد الذهاب إلى hammamet next tuesday dhuhr,hammamet,maison,next tuesday,dhuhr
aller à hammamet el-jemaa,hammamet,bureau,el-jemaa,
aller à monastir mardi dhuhr,monastir,bureau,mardi,dhuhr
aller à tunis el-lahad leyl,tunis,,el-lahad,leyl
aller à bizerte next tuesday dhuhr,bizerte,,next tuesday,dhuhr
aller à monastir samedi matin,monastir,gare,samedi,matin
aller à bizerte lundi,bizerte,bureau,lundi,
nemchi bizerte  soir,bizerte,bureau,,soir
take me from maison to monastir ghodwa soir,monastir,maison,ghodwa,soir
khodni men aéroport lel kairouan apres-demain dhuhr,kairouan,aéroport,apres-demain,dhuhr
take me from bureau to nabeul jeudi,nabeul,bureau,jeudi,
khodni men  lel kairouan el-jemaa maghreb,kairouan,,el-jemaa,maghreb
khodni men hotel lel sousse jeudi now,sousse,hotel,jeudi,now
take me from maison to hammamet samedi matin,hammamet,maison,samedi,matin
take me from aéroport to nabeul samedi matin,nabeul,aéroport,samedi,matin
أريد الذهاب إلى sousse dimanche après-midi,sousse,bureau,dimanche,après-midi
take me from aéroport to bizerte apres-demain now,bizerte,aéroport,apres-demain,now
take me from maison to hammamet apres-demain sbeh,hammamet,maison,apres-demain,sbeh
khodni men  lel sfax samedi,sfax,,samedi,
nemchi bizerte apres-demain asr,bizerte,maison,apres-demain,asr
nemchi bizerte mardi dhuhr,bizerte,aéroport,mardi,dhuhr
khodni men  lel sousse el-jemaa sbeh,sousse,,el-jemaa,sbeh
khodni men  lel sousse mercredi asr,sousse,,mercredi,asr
aller à sousse samedi après-midi,sousse,aéroport,samedi,après-midi
khodni men  lel hammamet lundi dhuhr,hammamet,,lundi,dhuhr
I need a taxi to kairouan,kairouan,maison,,
take me from bureau to sousse vendredi après-midi,sousse,bureau,vendredi,après-midi
aller à monastir el-jemaa matin,monastir,gare,el-jemaa,matin
take me from  to nabeul lyoum leyl,nabeul,,lyoum,leyl
nemchi bizerte samedi,bizerte,,samedi,
nemchi hammamet el-talata sbeh,hammamet,aéroport,el-talata,sbeh
I need a taxi to bizerte  maghreb,bizerte,maison,,maghreb
aller à monastir dimanche après-midi,monastir,bureau,dimanche,après-midi
take me from gare to sfax el-lahad dhuhr,sfax,gare,el-lahad,dhuhr
